"lat","long","fishing_hours"
53.55,6.56,4.542
53.55,6.57,9.5387
53.55,6.58,3.6912
53.55,6.59,7.5356
53.55,6.6,0.4704
53.55,6.61,1.0377
53.55,6.62,0.8313
53.55,6.63,1.4157
53.55,6.64,4.12
53.55,6.65,21.6018
53.55,6.66,25.3729
53.55,6.67,12.3112
53.55,6.68,6.0773
53.55,6.69,8.3296
53.55,6.7,2.505
53.55,6.71,0.8026
53.55,6.72,0.4199
53.55,6.73,0.7601
53.55,6.74,0.3899
53.55,6.75,0.9177
53.55,6.76,0
53.55,6.77,0.3736
53.55,6.93,0
53.55,7,0
53.55,7.02,0
53.55,7.03,1.0357
53.55,8.15,0.2419
53.55,8.16,0.9482
53.55,8.17,2.9194
53.55,8.18,0
53.55,8.19,0
53.55,8.21,0.4063
53.55,8.22,0.4138
53.55,8.54,0
53.55,8.55,0
53.55,8.56,0
53.55,9.67,0
53.55,9.68,0
53.55,9.69,0
53.55,9.73,0
53.55,9.75,0
53.55,9.79,0
53.55,9.81,0
53.56,14.59,0
53.56,6.01,12.3511
53.56,6.02,15.2096
53.56,6.03,22.9713
53.56,6.04,19.8063
53.56,6.05,13.8341
53.56,6.06,11.1697
53.56,6.07,14.7738
53.56,6.08,10.4911
53.56,6.09,16.9158
53.56,6.1,15.5196
53.56,6.11,14.4421
53.56,6.12,13.2678
53.56,6.13,15.7963
53.56,6.14,13.806
53.56,6.15,23.1432
53.56,6.16,19.4835
53.56,6.17,10.3188
53.56,6.18,16.9962
53.56,6.19,17.4318
53.56,6.2,18.611
53.56,6.21,16.3478
53.56,6.22,15.4564
53.56,6.23,32.1619
53.56,6.24,19.4596
53.56,6.25,17.0443
53.56,6.26,12.0945
53.56,6.27,39.14
53.56,6.28,21.3851
53.56,6.29,24.2362
53.56,6.3,20.7565
53.56,6.31,22.3224
53.56,6.32,19.8413
53.56,6.33,13.0218
53.56,6.34,12.7236
53.56,6.35,15.2738
53.56,6.36,11.8422
53.56,6.37,9.4264
53.56,6.38,9.7887
53.56,6.39,18.6043
53.56,6.4,10.0144
53.56,6.41,4.9273
53.56,6.42,0.5585
53.56,6.45,0.3972
53.56,6.46,2.8126
53.56,6.47,20.9799
53.56,6.48,26.0908
53.56,6.49,12.4245
53.56,6.5,7.2614
53.56,6.51,8.7144
53.56,6.52,7.352
53.56,6.53,2.3533
53.56,6.54,3.4758
53.56,6.55,3.123
53.56,6.56,2.6346
53.56,6.57,1.6543
53.56,6.58,1.7311
53.56,6.59,0.8099
53.56,6.6,0.3763
53.56,6.61,2.8125
53.56,6.62,15.6948
53.56,6.63,13.5845
53.56,6.64,12.6245
53.56,6.65,8.4487
53.56,6.66,3.9037
53.56,6.67,6.2034
53.56,6.68,8.3086
53.56,6.69,0
53.56,6.7,3.0994
53.56,6.74,18.1598
53.56,6.75,1.6266
53.56,6.76,120.4387
53.56,6.93,0
53.56,6.94,0
53.56,6.96,0
53.56,6.97,0
53.56,6.98,0
53.56,6.99,0
53.56,7,0
53.56,7.01,0.2194
53.56,7.02,0.1997
53.56,7.03,0
53.56,8.14,0
53.56,8.15,1.1469
53.56,8.16,1.6586
53.56,8.17,0.8443
53.56,8.18,0
53.56,8.19,0
53.56,8.2,0
53.56,8.53,0
53.56,8.54,0
53.56,9.66,0
53.56,9.67,0
53.56,9.7,0
53.56,9.72,0
53.56,9.73,0
53.56,9.74,0
53.57,14.59,0
53.57,6.01,5.9201
53.57,6.02,5.6342
53.57,6.03,4.2823
53.57,6.04,6.199
53.57,6.05,6.8841
53.57,6.06,6.5499
53.57,6.07,3.8693
53.57,6.08,6.1192
53.57,6.09,6.6277
53.57,6.1,7.726
53.57,6.11,11.2797
53.57,6.12,14.2161
53.57,6.13,13.6243
53.57,6.14,13.5185
53.57,6.15,14.6605
53.57,6.16,16.1846
53.57,6.17,14.2674
53.57,6.18,9.9785
53.57,6.19,8.5991
53.57,6.2,6.9384
53.57,6.21,5.1293
53.57,6.22,7.2558
53.57,6.23,10.861
53.57,6.24,10.0426
53.57,6.25,7.3533
53.57,6.26,11.1674
53.57,6.27,11.529
53.57,6.28,10.9206
53.57,6.29,22.8864
53.57,6.3,29.3111
53.57,6.31,28.4803
53.57,6.32,28.0151
53.57,6.33,23.3085
53.57,6.34,30.4189
53.57,6.35,50.8195
53.57,6.36,39.933
53.57,6.37,49.3318
53.57,6.38,60.7796
53.57,6.39,46.9366
53.57,6.4,56.2266
53.57,6.41,55.8377
53.57,6.42,36.0635
53.57,6.43,36.134
53.57,6.44,28.5752
53.57,6.45,27.9612
53.57,6.46,24.4988
53.57,6.47,14.6807
53.57,6.48,5.3322
53.57,6.49,19.0083
53.57,6.5,5.3274
53.57,6.51,4.47
53.57,6.52,7.4409
53.57,6.53,3.8606
53.57,6.54,13.8789
53.57,6.55,22.4937
53.57,6.56,7.6822
53.57,6.57,6.1485
53.57,6.58,6.6142
53.57,6.59,5.9716
53.57,6.6,19.9032
53.57,6.61,21.7795
53.57,6.62,6.3975
53.57,6.63,2.6047
53.57,6.64,1.7115
53.57,6.65,15.7968
53.57,6.66,3.0901
53.57,6.75,0.2036
53.57,6.76,1.8512
53.57,6.93,0
53.57,6.94,0
53.57,6.95,0
53.57,6.96,0
53.57,6.97,0.3908
53.57,7.03,0
53.57,8.14,0.4277
53.57,8.15,0.2066
53.57,8.16,2.0636
53.57,8.17,0.2086
53.57,8.18,0.2022
53.57,8.52,0
53.57,8.53,0
53.57,8.54,0
53.58,14.59,0
53.58,6.01,4.26
53.58,6.02,6.6664
53.58,6.03,3.0871
53.58,6.04,3.2177
53.58,6.05,9.7564
53.58,6.06,10.2708
53.58,6.07,9.3348
53.58,6.08,6.7156
53.58,6.09,2.1581
53.58,6.1,4.1228
53.58,6.11,5.3509
53.58,6.12,6.3434
53.58,6.13,7.3636
53.58,6.14,7.0347
53.58,6.15,2.3375
53.58,6.16,25.8202
53.58,6.17,6.1315
53.58,6.18,15.3174
53.58,6.19,17.2753
53.58,6.2,8.5641
53.58,6.21,3.3701
53.58,6.22,6.0944
53.58,6.23,6.1838
53.58,6.24,13.2214
53.58,6.25,11.1618
53.58,6.26,6.271
53.58,6.27,7.997
53.58,6.28,10.0508
53.58,6.29,7.2706
53.58,6.3,6.601
53.58,6.31,16.8315
53.58,6.32,9.6312
53.58,6.33,9.9515
53.58,6.34,6.2502
53.58,6.35,3.7617
53.58,6.36,2.2597
53.58,6.37,3.7512
53.58,6.38,3.1786
53.58,6.39,10.8493
53.58,6.4,4.3263
53.58,6.41,1.4846
53.58,6.42,1.7237
53.58,6.43,3.1139
53.58,6.44,1.258
53.58,6.45,1.4673
53.58,6.46,3.6747
53.58,6.47,1.7204
53.58,6.48,2.1532
53.58,6.49,1.2257
53.58,6.5,2.6221
53.58,6.51,6.2149
53.58,6.52,4.825
53.58,6.53,0.8293
53.58,6.54,0.5922
53.58,6.55,0.4527
53.58,6.57,0.2025
53.58,6.58,7.1319
53.58,6.59,11.2476
53.58,6.6,9.0138
53.58,6.61,3.5775
53.58,6.62,8.3791
53.58,6.63,10.4675
53.58,6.64,2.7407
53.58,6.65,1.841
53.58,6.76,0
53.58,6.77,0.2427
53.58,6.79,0
53.58,6.8,0
53.58,6.81,0
53.58,6.82,0
53.58,6.83,1.0213
53.58,6.91,0
53.58,6.93,0
53.58,6.94,0.2188
53.58,6.95,0.2002
53.58,6.96,0
53.58,7.02,0
53.58,8.15,0.2116
53.58,8.16,2.37
53.58,8.17,1.0305
53.58,8.18,0
53.58,8.51,0
53.58,8.52,0
53.58,8.53,0
53.58,9.6,0
53.59,14.59,0
53.59,6.01,8.8752
53.59,6.02,23.1543
53.59,6.03,13.2677
53.59,6.04,18.5392
53.59,6.05,8.2863
53.59,6.06,4.3705
53.59,6.07,6.5841
53.59,6.08,3.2081
53.59,6.09,3.414
53.59,6.1,3.2467
53.59,6.11,6.5037
53.59,6.12,1.5835
53.59,6.13,11.7857
53.59,6.14,24.8531
53.59,6.15,12.2626
53.59,6.16,5.3407
53.59,6.17,0.2277
53.59,6.18,0
53.59,6.19,7.7864
53.59,6.2,16.8272
53.59,6.21,13.0235
53.59,6.22,13.251
53.59,6.23,4.01
53.59,6.24,9.6052
53.59,6.25,18.436
53.59,6.26,11.39
53.59,6.27,6.4021
53.59,6.28,27.7069
53.59,6.29,25.3333
53.59,6.3,23.4917
53.59,6.31,35.455
53.59,6.32,22.6565
53.59,6.33,17.1394
53.59,6.34,7.3722
53.59,6.35,11.6778
53.59,6.36,3.9394
53.59,6.37,2.5029
53.59,6.38,12.5195
53.59,6.39,1.7371
53.59,6.4,5.2037
53.59,6.41,3.2729
53.59,6.42,2.0292
53.59,6.43,2.5042
53.59,6.44,1.2038
53.59,6.45,2.8531
53.59,6.46,1.9564
53.59,6.47,1.0798
53.59,6.48,2.616
53.59,6.49,4.5019
53.59,6.5,3.5939
53.59,6.51,3.8557
53.59,6.52,3.8962
53.59,6.53,2.6181
53.59,6.54,1.0296
53.59,6.56,5.5829
53.59,6.57,9.9125
53.59,6.58,10.1885
53.59,6.59,4.0645
53.59,6.6,3.0925
53.59,6.61,3.5177
53.59,6.62,1.2809
53.59,6.64,0
53.59,6.81,0
53.59,6.83,0
53.59,6.84,0
53.59,6.89,0.6083
53.59,6.9,0
53.59,6.91,0
53.59,6.92,0
53.59,6.93,0.5635
53.59,6.94,1.2114
53.59,6.95,0.2016
53.59,7.02,0
53.59,7.03,0
53.59,8.15,1.4764
53.59,8.16,0.4099
53.59,8.17,0.2497
53.59,8.35,1.0888
53.59,8.5,0.1741
53.59,8.51,0.8672
53.6,14.58,0
53.6,6.01,13.8177
53.6,6.02,6.4723
53.6,6.03,1.7445
53.6,6.04,1.7665
53.6,6.05,2.8403
53.6,6.06,3.1533
53.6,6.07,5.2434
53.6,6.08,11.3641
53.6,6.09,13.0552
53.6,6.1,12.5867
53.6,6.11,19.4051
53.6,6.12,11.2369
53.6,6.13,7.7487
53.6,6.14,3.6842
53.6,6.15,4.7347
53.6,6.16,7.3155
53.6,6.17,6.397
53.6,6.18,7.9675
53.6,6.19,24.4044
53.6,6.2,15.0905
53.6,6.21,18.2671
53.6,6.22,20.9622
53.6,6.23,14.7735
53.6,6.24,16.2164
53.6,6.25,17.581
53.6,6.26,10.4886
53.6,6.27,10.5426
53.6,6.28,10.1382
53.6,6.29,13.785
53.6,6.3,12.4988
53.6,6.31,9.9819
53.6,6.32,8.2208
53.6,6.33,22.4996
53.6,6.34,30.0583
53.6,6.35,21.5449
53.6,6.36,25.3853
53.6,6.37,27.6742
53.6,6.38,22.9966
53.6,6.39,17.3285
53.6,6.4,15.1441
53.6,6.41,13.8567
53.6,6.42,12.5624
53.6,6.43,10.5308
53.6,6.44,4.9579
53.6,6.45,11.7177
53.6,6.46,7.406
53.6,6.47,8.7593
53.6,6.48,7.5992
53.6,6.49,4.6392
53.6,6.5,1.3763
53.6,6.52,0
53.6,6.53,0.3044
53.6,6.54,0.4797
53.6,6.55,7.6619
53.6,6.56,5.6739
53.6,6.57,3.6297
53.6,6.58,2.4028
53.6,6.59,2.6337
53.6,6.6,1.5029
53.6,6.61,0.2372
53.6,6.83,0
53.6,6.84,0
53.6,6.88,0
53.6,6.89,0
53.6,6.9,0.1727
53.6,6.91,0.1886
53.6,6.92,0.6126
53.6,6.93,10.1589
53.6,6.94,2.5745
53.6,6.96,0.4872
53.6,7.01,0
53.6,7.02,1.4861
53.6,7.03,0
53.6,8.14,0.2108
53.6,8.15,1.6781
53.6,8.16,0.2216
53.6,8.17,0
53.6,8.34,0
53.6,8.35,0
53.6,8.48,0
53.6,8.49,0.1786
53.6,8.5,0
53.6,9.56,0
53.61,14.58,0
53.61,6.01,1.7039
53.61,6.02,3.327
53.61,6.03,3.5568
53.61,6.04,2.74
53.61,6.05,2.2475
53.61,6.06,8.1685
53.61,6.07,8.8092
53.61,6.08,10.2184
53.61,6.09,10.237
53.61,6.1,7.3794
53.61,6.11,4.8765
53.61,6.12,3.6556
53.61,6.13,7.1986
53.61,6.14,5.6135
53.61,6.15,4.7897
53.61,6.16,6.5825
53.61,6.17,4.8877
53.61,6.18,7.616
53.61,6.19,27.6564
53.61,6.2,13.0071
53.61,6.21,11.0146
53.61,6.22,8.6608
53.61,6.23,15.4234
53.61,6.24,16.5521
53.61,6.25,17.2015
53.61,6.26,14.1026
53.61,6.27,26.0075
53.61,6.28,12.231
53.61,6.29,19.4294
53.61,6.3,19.7117
53.61,6.31,32.1872
53.61,6.32,11.7233
53.61,6.33,1.86
53.61,6.34,5.9819
53.61,6.35,5.7301
53.61,6.36,1.072
53.61,6.37,2.282
53.61,6.38,0.911
53.61,6.39,0.22
53.61,6.4,0
53.61,6.41,1.1878
53.61,6.42,0.5405
53.61,6.43,0.6474
53.61,6.44,0.4422
53.61,6.45,0
53.61,6.46,0.1977
53.61,6.47,0.8399
53.61,6.48,1.8089
53.61,6.49,1.0155
53.61,6.5,0.7138
53.61,6.51,2.0931
53.61,6.52,2.6272
53.61,6.53,2.3272
53.61,6.54,4.4169
53.61,6.55,1.713
53.61,6.56,0.4377
53.61,6.57,1.3294
53.61,6.58,1.8443
53.61,6.6,0
53.61,6.61,0
53.61,6.66,0.2075
53.61,6.67,0.4191
53.61,6.68,0.4054
53.61,6.69,0.6749
53.61,6.7,0.4316
53.61,6.71,0
53.61,6.72,0.9471
53.61,6.73,1.4757
53.61,6.74,0.896
53.61,6.75,0.4208
53.61,6.76,0.2402
53.61,6.77,0
53.61,6.78,0
53.61,6.79,0
53.61,6.8,0
53.61,6.81,0
53.61,6.82,0
53.61,6.83,0
53.61,6.84,0
53.61,6.85,0
53.61,6.86,0
53.61,6.87,0
53.61,6.88,0.2111
53.61,6.89,0
53.61,6.9,0.5051
53.61,6.91,0.1833
53.61,6.92,0.1891
53.61,6.93,0
53.61,6.94,0
53.61,6.95,0.2388
53.61,6.96,0
53.61,7,0
53.61,7.02,2.5396
53.61,7.03,10.7887
53.61,7.04,3.2241
53.61,8.11,0
53.61,8.13,0
53.61,8.14,1.24
53.61,8.15,1.3117
53.61,8.16,0
53.61,8.17,0
53.61,8.18,0.1783
53.61,8.19,5.6959
53.61,8.34,0
53.61,8.35,0
53.61,8.36,0
53.61,8.39,0
53.61,8.41,0
53.61,8.43,0.2791
53.61,8.46,0.611
53.61,8.47,1.9949
53.61,8.48,0.2494
53.61,8.49,0
53.61,9.55,0
53.62,14.58,0
53.62,6.01,1.5779
53.62,6.02,2.4417
53.62,6.03,3.8196
53.62,6.04,2.8515
53.62,6.05,3.8212
53.62,6.06,2.8492
53.62,6.07,4.1481
53.62,6.08,5.049
53.62,6.09,2.3491
53.62,6.1,4.6019
53.62,6.11,1.8296
53.62,6.12,2.0986
53.62,6.13,0.9934
53.62,6.14,2.361
53.62,6.15,4.8894
53.62,6.16,3.1421
53.62,6.17,4.8635
53.62,6.18,7.6
53.62,6.19,5.0417
53.62,6.2,9.5643
53.62,6.21,8.4586
53.62,6.22,48.1219
53.62,6.23,21.6101
53.62,6.24,11.8007
53.62,6.25,18.754
53.62,6.26,16.6204
53.62,6.27,19.4723
53.62,6.28,26.3731
53.62,6.29,17.8551
53.62,6.3,14.9587
53.62,6.31,10.3447
53.62,6.32,14.3409
53.62,6.33,7.9172
53.62,6.34,6.55
53.62,6.35,13.3355
53.62,6.36,2.9381
53.62,6.37,4.1602
53.62,6.38,2.0903
53.62,6.39,2.9842
53.62,6.4,2.5195
53.62,6.41,1.5216
53.62,6.42,0.2275
53.62,6.43,0.2022
53.62,6.44,0
53.62,6.45,0
53.62,6.46,1.136
53.62,6.47,0.9094
53.62,6.48,0.3372
53.62,6.49,0.6405
53.62,6.5,0.777
53.62,6.51,2.2064
53.62,6.52,0.5083
53.62,6.53,0.6779
53.62,6.54,0
53.62,6.55,0
53.62,6.56,0.6177
53.62,6.57,0
53.62,6.58,0.3672
53.62,6.6,0
53.62,6.61,0
53.62,6.63,0
53.62,6.64,0
53.62,6.65,0.4027
53.62,6.66,0.8363
53.62,6.67,0.4116
53.62,6.68,0
53.62,6.69,0.2033
53.62,6.7,3.077
53.62,6.71,1.7312
53.62,6.72,1.9113
53.62,6.73,1.1934
53.62,6.74,2.3428
53.62,6.75,0.5294
53.62,6.76,0.5429
53.62,6.77,0
53.62,6.78,0.2038
53.62,6.79,0
53.62,6.8,0
53.62,6.81,0
53.62,6.82,0
53.62,6.83,0
53.62,6.84,0.2069
53.62,6.85,1.6441
53.62,6.86,0
53.62,6.87,0.5133
53.62,6.88,0
53.62,6.91,0
53.62,6.92,0.248
53.62,6.93,0
53.62,6.94,0.2027
53.62,6.95,0
53.62,6.96,0.25
53.62,6.97,0
53.62,6.98,0
53.62,6.99,0.3144
53.62,7.01,0.2072
53.62,7.02,0
53.62,7.15,0.2133
53.62,7.16,0.7222
53.62,8.11,2.356
53.62,8.12,0.4979
53.62,8.13,1.6572
53.62,8.14,1.222
53.62,8.15,0.208
53.62,8.16,0.9757
53.62,8.17,0.7821
53.62,8.18,0.1883
53.62,8.2,0
53.62,8.21,0
53.62,8.22,7.4016
53.62,8.23,23.9572
53.62,8.24,1.2854
53.62,8.26,0
53.62,8.34,0
53.62,8.35,0
53.62,8.36,0
53.62,8.42,1.9873
53.62,8.45,0
53.62,8.46,1.4202
53.62,8.47,0
53.63,6.01,4.9206
53.63,6.02,3.6741
53.63,6.03,0.6675
53.63,6.04,0.4438
53.63,6.05,0.4422
53.63,6.06,0.6582
53.63,6.07,1.0593
53.63,6.08,1.2486
53.63,6.09,0.8165
53.63,6.1,0.9002
53.63,6.11,1.7861
53.63,6.12,0.9967
53.63,6.13,3.984
53.63,6.14,2.1874
53.63,6.15,1.4453
53.63,6.16,3.0586
53.63,6.17,2.4107
53.63,6.18,2.8401
53.63,6.19,5.1386
53.63,6.2,5.4063
53.63,6.21,3.4312
53.63,6.22,4.2913
53.63,6.23,25.0098
53.63,6.24,11.7967
53.63,6.25,23.1839
53.63,6.26,24.9559
53.63,6.27,18.9101
53.63,6.28,17.1065
53.63,6.29,14.2307
53.63,6.3,13.1108
53.63,6.31,10.5034
53.63,6.32,11.3494
53.63,6.33,6.9094
53.63,6.34,10.585
53.63,6.35,20.5661
53.63,6.36,8.9762
53.63,6.37,12.2197
53.63,6.38,8.3885
53.63,6.39,20.1764
53.63,6.4,5.4706
53.63,6.41,3.4609
53.63,6.42,1.3512
53.63,6.43,0.5407
53.63,6.44,0.8813
53.63,6.45,1.3874
53.63,6.46,0.6621
53.63,6.47,0.5641
53.63,6.48,0.5544
53.63,6.49,0.2111
53.63,6.5,2.4287
53.63,6.51,0.2641
53.63,6.52,2.2271
53.63,6.53,1.6343
53.63,6.54,0.6585
53.63,6.55,0
53.63,6.56,0
53.63,6.57,0
53.63,6.58,0
53.63,6.59,0
53.63,6.62,0
53.63,6.63,0.4066
53.63,6.64,3.5652
53.63,6.65,0.7772
53.63,6.66,0.2047
53.63,6.67,3.9807
53.63,6.68,2.2276
53.63,6.69,1.4498
53.63,6.7,0
53.63,6.71,0
53.63,6.74,0.8701
53.63,6.75,2.7504
53.63,6.76,1.2865
53.63,6.77,0.5099
53.63,6.78,0.8229
53.63,6.79,2.5193
53.63,6.8,1.0622
53.63,6.81,1.3363
53.63,6.82,2.5996
53.63,6.83,0.8518
53.63,6.84,1.9037
53.63,6.85,0
53.63,6.97,0
53.63,6.98,0
53.63,6.99,0
53.63,7,0
53.63,7.01,1.3966
53.63,7.02,0
53.63,7.15,0
53.63,8.09,0
53.63,8.1,9.507
53.63,8.11,41.0699
53.63,8.12,2.1705
53.63,8.13,0.6115
53.63,8.14,1.6689
53.63,8.15,15.2193
53.63,8.16,12.405
53.63,8.17,1.0661
53.63,8.18,0.2291
53.63,8.19,8.6179
53.63,8.2,2.8978
53.63,8.3,0
53.63,8.33,0
53.63,8.34,0
53.63,8.37,0
53.63,8.41,0
53.63,8.42,0.228
53.63,8.43,0
53.63,8.44,0.1225
53.63,8.45,0
53.63,8.46,0
53.63,8.47,0
53.64,14.55,0
53.64,6.01,2.341
53.64,6.02,2.3183
53.64,6.03,0.6651
53.64,6.04,2.0082
53.64,6.05,1.8838
53.64,6.06,0.9214
53.64,6.07,0.4115
53.64,6.08,0
53.64,6.09,0.776
53.64,6.1,1.0438
53.64,6.11,0
53.64,6.12,0.8349
53.64,6.13,2.9035
53.64,6.14,4.6417
53.64,6.15,3.8884
53.64,6.16,4.1103
53.64,6.17,8.6973
53.64,6.18,10.6286
53.64,6.19,15.6943
53.64,6.2,15.3405
53.64,6.21,22.1848
53.64,6.22,13.8244
53.64,6.23,15.6916
53.64,6.24,22.1774
53.64,6.25,10.636
53.64,6.26,3.3317
53.64,6.27,2.636
53.64,6.28,1.0245
53.64,6.29,4.4246
53.64,6.3,4.6111
53.64,6.31,6.4305
53.64,6.32,26.0891
53.64,6.33,11.0513
53.64,6.34,10.144
53.64,6.35,8.3906
53.64,6.36,10.054
53.64,6.37,10.3193
53.64,6.38,10.4967
53.64,6.39,7.5592
53.64,6.4,14.9104
53.64,6.41,9.3086
53.64,6.42,16.4836
53.64,6.43,14.0503
53.64,6.44,12.2495
53.64,6.45,17.1353
53.64,6.46,19.2027
53.64,6.47,6.6377
53.64,6.48,4.7913
53.64,6.49,4.4212
53.64,6.5,0.6956
53.64,6.51,3.1018
53.64,6.52,0.4976
53.64,6.53,0.263
53.64,6.55,0.4322
53.64,6.56,0
53.64,6.58,0.4888
53.64,6.6,0.7687
53.64,6.61,4.1632
53.64,6.62,1.5846
53.64,6.63,0.736
53.64,6.64,2.0459
53.64,6.65,2.5888
53.64,6.66,0.8857
53.64,6.67,0
53.64,6.74,0
53.64,6.75,0.3483
53.64,6.77,0
53.64,6.78,0
53.64,7,13.2149
53.64,7.01,11.6613
53.64,7.02,0.4086
53.64,7.03,0
53.64,7.04,0
53.64,7.14,0
53.64,7.15,0
53.64,8.08,4.0115
53.64,8.09,0.2222
53.64,8.1,1.7837
53.64,8.11,2.3238
53.64,8.12,1.1073
53.64,8.13,0.4386
53.64,8.14,5.6935
53.64,8.15,67.1766
53.64,8.16,0.2072
53.64,8.17,0
53.64,8.2,0.3452
53.64,8.32,0
53.64,8.4,0
53.64,8.41,0
53.64,8.42,0
53.64,8.43,0
53.64,8.44,0
53.64,8.45,0
53.64,8.46,0
53.64,8.47,0
53.64,8.48,0
53.64,8.49,0.9397
53.65,14.54,0
53.65,6.01,0.2613
53.65,6.02,0.9938
53.65,6.03,0.2611
53.65,6.04,0.4771
53.65,6.05,0.2736
53.65,6.06,1.3805
53.65,6.07,0.746
53.65,6.08,0.215
53.65,6.09,1.8923
53.65,6.1,0.6974
53.65,6.11,1.9814
53.65,6.12,2.185
53.65,6.13,5.6146
53.65,6.14,11.6746
53.65,6.15,11.4124
53.65,6.16,26.0865
53.65,6.17,13.9424
53.65,6.18,12.7955
53.65,6.19,14.1109
53.65,6.2,8.4925
53.65,6.21,9.9924
53.65,6.22,13.6489
53.65,6.23,7.3345
53.65,6.24,10.7875
53.65,6.25,6.8914
53.65,6.26,3.8429
53.65,6.27,7.3465
53.65,6.28,6.1553
53.65,6.29,4.5035
53.65,6.3,1.4407
53.65,6.31,6.1135
53.65,6.32,5.2539
53.65,6.33,5.2004
53.65,6.34,7.5002
53.65,6.35,7.3976
53.65,6.36,9.767
53.65,6.37,11.8777
53.65,6.38,12.8137
53.65,6.39,12.6308
53.65,6.4,12.5617
53.65,6.41,28.7044
53.65,6.42,9.3443
53.65,6.43,9.084
53.65,6.44,10.1911
53.65,6.45,12.2553
53.65,6.46,8.2038
53.65,6.47,19.227
53.65,6.48,10.7148
53.65,6.49,9.7255
53.65,6.5,10.9905
53.65,6.51,12.638
53.65,6.52,10.4618
53.65,6.53,20.0913
53.65,6.54,6.6949
53.65,6.55,7.1534
53.65,6.56,8.0991
53.65,6.57,1.3057
53.65,6.58,0.741
53.65,6.59,3.0156
53.65,6.6,0.8493
53.65,6.61,0.2077
53.65,6.62,0.2144
53.65,6.63,2.5192
53.65,6.64,2.753
53.65,6.66,0
53.65,6.73,0
53.65,6.76,0
53.65,6.77,0
53.65,6.78,0
53.65,7,0
53.65,7.01,0
53.65,7.04,0
53.65,7.05,0
53.65,7.06,0
53.65,7.07,0
53.65,7.08,0
53.65,7.12,0.2002
53.65,7.13,0
53.65,7.14,1.691
53.65,7.15,0.4172
53.65,7.16,2.7565
53.65,7.17,0.4805
53.65,8.07,1.6833
53.65,8.08,46.1107
53.65,8.09,40.9622
53.65,8.1,1.7697
53.65,8.11,0.4082
53.65,8.12,0.2111
53.65,8.13,0
53.65,8.14,3.8416
53.65,8.15,0.621
53.65,8.16,0.2083
53.65,8.31,0
53.65,8.32,0
53.65,8.39,0
53.65,8.4,0
53.65,8.43,0
53.65,8.44,0
53.65,8.45,0
53.66,14.52,0
53.66,14.53,0
53.66,6.01,0
53.66,6.02,0
53.66,6.03,0
53.66,6.04,1.7232
53.66,6.05,0
53.66,6.06,0.4993
53.66,6.07,0.4727
53.66,6.08,0.2638
53.66,6.09,1.4306
53.66,6.1,2.6327
53.66,6.11,7.3481
53.66,6.12,10.0413
53.66,6.13,8.3014
53.66,6.14,11.5866
53.66,6.15,7.5078
53.66,6.16,5.729
53.66,6.17,6.4276
53.66,6.18,3.8808
53.66,6.19,3.8616
53.66,6.2,5.1374
53.66,6.21,3.8711
53.66,6.22,1.59
53.66,6.23,2.811
53.66,6.24,1.772
53.66,6.25,1.3001
53.66,6.26,1.0581
53.66,6.27,0.7821
53.66,6.28,1.7686
53.66,6.29,0.2036
53.66,6.3,1.3117
53.66,6.31,0.6008
53.66,6.32,1.0535
53.66,6.33,0.2269
53.66,6.34,1.7054
53.66,6.35,0.9363
53.66,6.36,1.1088
53.66,6.37,0.471
53.66,6.38,2.185
53.66,6.39,1.0627
53.66,6.4,1.3614
53.66,6.41,0.2272
53.66,6.42,2.1415
53.66,6.43,2.781
53.66,6.44,3.8653
53.66,6.45,4.5906
53.66,6.46,2.7626
53.66,6.47,26.1618
53.66,6.48,10.7435
53.66,6.49,7.7253
53.66,6.5,10.8007
53.66,6.51,8.8004
53.66,6.52,16.8794
53.66,6.53,7.3715
53.66,6.54,14.2651
53.66,6.55,7.6772
53.66,6.56,3.2448
53.66,6.57,2.6329
53.66,6.58,1.863
53.66,6.59,2.2126
53.66,6.6,1.1232
53.66,6.61,0.2891
53.66,6.62,3.1024
53.66,6.63,0.6622
53.66,6.64,0.6666
53.66,6.65,0.671
53.66,6.66,0.6321
53.66,6.69,0
53.66,6.71,0.18
53.66,6.73,0
53.66,6.74,0
53.66,6.75,0.1952
53.66,6.76,0
53.66,6.77,1.7799
53.66,6.78,0.188
53.66,7.09,0
53.66,7.1,1.2733
53.66,7.11,0
53.66,7.12,1.1847
53.66,7.13,1.5746
53.66,7.14,0.4169
53.66,8.06,0
53.66,8.07,18.4543
53.66,8.08,80.6612
53.66,8.09,4.9815
53.66,8.1,0.2086
53.66,8.11,0.2222
53.66,8.12,0
53.66,8.13,0.2058
53.66,8.15,0
53.66,8.31,0
53.66,8.32,0
53.66,8.37,0
53.66,8.38,0
53.66,8.39,0
53.66,8.41,0.7302
53.66,8.42,0
53.66,8.43,0.2808
53.67,14.51,0
53.67,6.01,0.2147
53.67,6.02,0
53.67,6.03,0
53.67,6.04,0
53.67,6.05,0
53.67,6.06,0.2288
53.67,6.07,0
53.67,6.08,0
53.67,6.09,0.2444
53.67,6.11,0
53.67,6.12,1.2788
53.67,6.13,0.459
53.67,6.14,0.6702
53.67,6.15,1.016
53.67,6.16,0.7141
53.67,6.17,1.1343
53.67,6.18,0.9188
53.67,6.19,0
53.67,6.2,0.7876
53.67,6.21,0
53.67,6.22,0
53.67,6.23,0
53.67,6.25,0.2294
53.67,6.26,0
